"GEO_ID","NAME","B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2014 or later","Margin of Error!!Total:!!Built 2014 or later","Estimate!!Total:!!Built 2010 to 2013","Margin of Error!!Total:!!Built 2010 to 2013","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier"
"1400000US36047056000","Census Tract 560, Kings County, New York","1478","53","0","12","0","12","96","40","0","12","22","28","75","43","145","63","129","56","117","65","894","103"
"1400000US36047056100","Census Tract 561, Kings County, New York","1732","49","48","24","10","16","39","27","13","19","10","15","20","21","84","53","172","80","55","32","1281","106"
"1400000US36047056200","Census Tract 562, Kings County, New York","608","47","0","12","0","12","0","12","0","12","4","6","46","34","22","26","63","32","108","50","365","59"
"1400000US36047056300","Census Tract 563, Kings County, New York","2486","135","367","136","48","57","225","104","42","40","62","52","68","60","92","88","95","67","92","73","1395","202"
"1400000US36047056400","Census Tract 564, Kings County, New York","1035","57","0","12","5","7","0","12","0","12","0","12","25","16","75","36","350","77","233","65","347","70"
"1400000US36047056500","Census Tract 565, Kings County, New York","1764","108","103","60","50","43","50","38","63","45","56","52","65","49","59","38","97","62","131","70","1090","133"
"1400000US36047056600","Census Tract 566, Kings County, New York","1085","38","0","12","0","12","5","8","0","12","29","32","46","27","314","71","130","52","153","54","408","59"
"1400000US36047056800","Census Tract 568, Kings County, New York","587","44","0","12","0","12","0","12","0","12","7","9","11","12","34","31","66","33","111","54","358","55"
"1400000US36047056900","Census Tract 569, Kings County, New York","809","41","10","11","6","10","68","26","15","19","26","17","26","20","29","23","40","23","58","28","531","57"
"1400000US36047057000","Census Tract 570, Kings County, New York","1480","51","0","12","0","12","47","39","0","12","9","13","68","40","350","113","768","114","183","57","55","38"
"1400000US36047057100","Census Tract 571, Kings County, New York","2131","108","66","62","17","28","140","82","30","33","81","78","102","67","58","55","175","97","163","82","1299","187"
"1400000US36047057200","Census Tract 572, Kings County, New York","2392","43","0","17","0","17","0","17","37","60","10","16","0","17","206","121","1150","210","495","202","494","184"
"1400000US36047057300","Census Tract 573, Kings County, New York","1212","58","0","12","8","14","73","40","17","21","0","12","36","29","56","39","85","40","143","55","794","88"
"1400000US36047057400","Census Tract 574, Kings County, New York","1035","43","0","12","0","12","0","12","5","7","0","12","59","34","51","39","81","36","200","47","639","73"
"1400000US36047057500","Census Tract 575, Kings County, New York","2179","118","0","12","80","77","259","128","215","152","31","37","157","84","47","62","125","85","95","72","1170","214"
"1400000US36047057600","Census Tract 576, Kings County, New York","1080","55","0","12","0","12","4","7","9","9","15","14","37","26","63","42","88","45","246","65","618","83"
"1400000US36047057800","Census Tract 578, Kings County, New York","1151","69","15","17","0","12","116","46","8","13","9","13","36","35","110","49","109","64","209","73","539","99"
"1400000US36047057900","Census Tract 579, Kings County, New York","525","48","36","28","6","8","28","25","0","12","53","36","21","15","22","19","25","19","41","26","293","54"
"1400000US36047058000","Census Tract 580, Kings County, New York","1333","61","30","32","0","12","0","12","53","45","0","12","76","49","162","79","51","32","180","66","781","126"
"1400000US36047058200","Census Tract 582, Kings County, New York","1111","73","0","12","0","12","9","16","36","40","8","13","43","45","78","49","91","69","138","79","708","145"
"1400000US36047058400","Census Tract 584, Kings County, New York","1466","85","0","12","0","12","66","52","45","48","46","44","28","24","511","126","213","77","106","65","451","110"
"1400000US36047058600","Census Tract 586, Kings County, New York","881","55","0","12","0","12","19","16","68","35","8","8","33","30","74","45","76","38","227","60","376","69"
"1400000US36047058800","Census Tract 588, Kings County, New York","1474","37","0","12","61","62","42","47","27","26","88","57","97","51","409","93","319","95","99","56","332","91"
"1400000US36047058900","Census Tract 589, Kings County, New York","832","43","0","12","0","12","8","13","15","18","11","15","55","26","8","12","49","25","23","20","663","58"
"1400000US36047059000","Census Tract 590, Kings County, New York","679","49","0","12","16","12","55","35","60","43","82","49","38","20","86","42","43","31","86","42","213","59"
"1400000US36047059100","Census Tract 591, Kings County, New York","1976","67","0","12","19","22","101","58","47","31","33","37","50","35","107","58","80","45","116","65","1423","126"
"1400000US36047059200","Census Tract 592, Kings County, New York","1786","50","0","12","0","12","71","30","0","12","93","60","34","27","185","71","260","92","235","90","908","127"
"1400000US36047059300","Census Tract 593, Kings County, New York","958","46","0","12","0","12","6","9","28","21","2","4","34","29","53","43","51","32","102","45","682","74"
"1400000US36047059401","Census Tract 594.01, Kings County, New York","3197","165","0","17","0","17","53","70","57","46","12","21","8","14","363","160","411","145","389","130","1904","241"
"1400000US36047059402","Census Tract 594.02, Kings County, New York","2151","75","14","24","0","17","39","38","59","52","8","11","46","48","331","88","687","152","575","122","392","110"
"1400000US36047059600","Census Tract 596, Kings County, New York","1192","20","0","12","0","12","35","45","0","12","0","12","9","14","109","66","730","108","67","49","242","98"
"1400000US36047059800","Census Tract 598, Kings County, New York","1427","70","0","12","0","12","0","12","29","25","8","12","47","34","702","132","350","106","69","62","222","89"
"1400000US36047060000","Census Tract 600, Kings County, New York","2791","158","41","32","0","17","128","76","45","41","133","77","177","103","305","130","679","164","247","128","1036","212"
"1400000US36047060600","Census Tract 606, Kings County, New York","1277","24","61","59","0","12","42","45","18","21","14","13","102","53","263","85","468","110","110","71","199","85"
"1400000US36047060800","Census Tract 608, Kings County, New York","1715","117","70","58","7","12","325","92","204","81","52","46","141","65","337","110","207","75","151","74","221","92"
"1400000US36047061002","Census Tract 610.02, Kings County, New York","2551","64","10","17","0","12","915","184","116","95","79","62","84","85","491","151","427","153","99","89","330","160"
"1400000US36047061003","Census Tract 610.03, Kings County, New York","608","50","17","22","0","12","56","33","19","18","16","16","41","28","12","12","53","41","38","22","356","79"
"1400000US36047061004","Census Tract 610.04, Kings County, New York","2983","96","51","37","33","56","26","29","26","32","10","19","43","52","135","99","389","158","489","189","1781","242"
"1400000US36047061200","Census Tract 612, Kings County, New York","455","40","5","8","0","12","26","20","31","29","0","12","24","21","17","17","57","39","98","39","197","54"
"1400000US36047061600","Census Tract 616, Kings County, New York","527","39","0","12","11","16","21","24","5","7","0","12","12","15","23","22","83","39","196","50","176","48"
"1400000US36047062000","Census Tract 620, Kings County, New York","758","60","6","9","22","26","49","28","16","14","0","12","6","9","74","40","99","49","157","56","329","82"
"1400000US36047062200","Census Tract 622, Kings County, New York","1293","118","25","27","13","15","102","67","0","12","14","19","173","81","559","122","159","84","65","42","183","67"
"1400000US36047062600","Census Tract 626, Kings County, New York","1154","56","0","12","0","12","0","12","37","43","0","12","10","16","187","64","758","94","7","11","155","71"
"1400000US36047062800","Census Tract 628, Kings County, New York","1939","87","56","53","0","12","124","70","57","54","16","18","82","67","67","48","101","67","246","96","1190","153"
"1400000US36047063200","Census Tract 632, Kings County, New York","703","42","0","12","0","12","53","32","0","12","0","12","57","37","93","41","353","58","67","40","80","54"
"1400000US36047063600","Census Tract 636, Kings County, New York","437","50","0","12","0","12","13","13","0","12","21","32","0","12","12","14","48","44","48","30","295","56"
"1400000US36047063800","Census Tract 638, Kings County, New York","705","46","0","12","0","12","19","23","0","12","5","7","0","12","93","48","87","33","139","41","362","57"
"1400000US36047064000","Census Tract 640, Kings County, New York","627","41","0","12","0","12","0","12","0","12","1","4","0","12","22","19","37","15","93","44","474","58"
"1400000US36047064200","Census Tract 642, Kings County, New York","979","54","0","12","32","32","0","12","0","12","20","28","4","7","75","37","88","42","201","59","559","94"
"1400000US36047064400","Census Tract 644, Kings County, New York","898","45","0","12","0","12","0","12","14","21","8","13","19","18","18","13","79","56","166","67","594","78"
"1400000US36047064600","Census Tract 646, Kings County, New York","676","48","0","12","0","12","0","12","0","12","13","15","0","12","16","19","35","26","86","52","526","75"
"1400000US36047064800","Census Tract 648, Kings County, New York","680","45","0","12","0","12","15","15","7","11","0","12","46","34","23","22","99","56","59","38","431","78"
"1400000US36047065000","Census Tract 650, Kings County, New York","508","38","0","12","0","12","0","12","15","15","8","11","21","20","100","54","113","32","51","30","200","40"
"1400000US36047065200","Census Tract 652, Kings County, New York","486","54","0","12","0","12","15","23","20","31","0","12","0","12","31","23","45","26","71","36","304","58"
"1400000US36047065400","Census Tract 654, Kings County, New York","584","44","0","12","0","12","4","9","0","12","0","12","0","12","4","9","148","52","43","25","385","60"
"1400000US36047065600","Census Tract 656, Kings County, New York","625","34","7","11","0","12","21","24","0","12","0","12","25","21","5","7","12","15","107","54","448","55"
"1400000US36047065800","Census Tract 658, Kings County, New York","770","50","0","12","0","12","0","12","0","12","0","12","18","20","1","5","136","56","135","49","480","68"
"1400000US36047066000","Census Tract 660, Kings County, New York","716","38","0","12","6","9","0","12","12","13","9","14","5","8","10","11","99","46","126","37","449","66"
"1400000US36047066200","Census Tract 662, Kings County, New York","630","25","0","12","0","12","35","21","35","34","124","44","52","30","82","38","41","31","91","37","170","40"
"1400000US36047066600","Census Tract 666, Kings County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047067000","Census Tract 670, Kings County, New York","1100","37","0","12","10","15","0","12","26","30","15","15","0","12","443","81","366","76","68","34","172","50"
"1400000US36047067200","Census Tract 672, Kings County, New York","498","33","0","12","0","12","6","9","0","12","4","10","42","40","95","58","114","55","43","44","194","65"
"1400000US36047067400","Census Tract 674, Kings County, New York","628","52","0","12","0","12","0","12","0","12","14","18","6","8","10","14","109","51","106","43","383","80"
"1400000US36047067600","Census Tract 676, Kings County, New York","613","49","0","12","0","12","0","12","0","12","16","18","8","12","62","44","152","51","118","54","257","73"
"1400000US36047067800","Census Tract 678, Kings County, New York","957","72","0","12","7","12","0","12","0","12","0","12","113","59","261","88","309","69","164","59","103","51"
"1400000US36047068000","Census Tract 680, Kings County, New York","684","20","0","12","0","12","16","23","19","23","0","12","0","12","152","65","88","35","24","26","385","74"
"1400000US36047068200","Census Tract 682, Kings County, New York","910","49","8","11","30","36","0","12","0","12","7","11","0","12","154","67","214","70","44","27","453","91"
